# Region type : patch Inlet
# Faces  :    288
# Area   :    1.406185e+00
# Time        	sum(phi)
48.3057       	-5.000000e+00
48.3094       	-5.000000e+00
48.3132       	-5.000000e+00
48.317        	-5.000000e+00
48.3209       	-5.000000e+00
48.3249       	-5.000000e+00
48.3288       	-5.000000e+00
48.3328       	-5.000000e+00
48.337        	-5.000000e+00
48.3412       	-5.000000e+00
48.3454       	-5.000000e+00
48.3496       	-5.000000e+00
48.354        	-5.000000e+00
48.3585       	-5.000000e+00
48.363        	-5.000000e+00
48.3676       	-5.000000e+00
48.3723       	-5.000000e+00
48.377        	-5.000000e+00
48.3818       	-5.000000e+00
48.3867       	-5.000000e+00
48.3918       	-5.000000e+00
48.3968       	-5.000000e+00
48.4019       	-5.000000e+00
48.4068       	-5.000000e+00
48.4116       	-5.000000e+00
48.4164       	-5.000000e+00
48.4211       	-5.000000e+00
48.4258       	-5.000000e+00
48.4304       	-5.000000e+00
48.4351       	-5.000000e+00
48.4397       	-5.000000e+00
48.4444       	-5.000000e+00
48.449        	-5.000000e+00
48.4536       	-5.000000e+00
48.4581       	-5.000000e+00
48.4627       	-5.000000e+00
48.4672       	-5.000000e+00
48.4717       	-5.000000e+00
48.4762       	-5.000000e+00
48.4807       	-5.000000e+00
48.4852       	-5.000000e+00
48.4897       	-5.000000e+00
48.4941       	-5.000000e+00
48.4986       	-5.000000e+00
48.503        	-5.000000e+00
48.5074       	-5.000000e+00
48.5118       	-5.000000e+00
48.5162       	-5.000000e+00
48.5206       	-5.000000e+00
48.525        	-5.000000e+00
48.5293       	-5.000000e+00
48.5337       	-5.000000e+00
48.5381       	-5.000000e+00
48.5424       	-5.000000e+00
48.5468       	-5.000000e+00
48.5511       	-5.000000e+00
48.5555       	-5.000000e+00
48.5598       	-5.000000e+00
48.5642       	-5.000000e+00
48.5686       	-5.000000e+00
48.5729       	-5.000000e+00
48.5772       	-5.000000e+00
48.5815       	-5.000000e+00
48.5859       	-5.000000e+00
48.5902       	-5.000000e+00
48.5945       	-5.000000e+00
48.5988       	-5.000000e+00
48.6031       	-5.000000e+00
48.6074       	-5.000000e+00
48.6117       	-5.000000e+00
48.616        	-5.000000e+00
48.6203       	-5.000000e+00
48.6245       	-5.000000e+00
48.6288       	-5.000000e+00
48.6331       	-5.000000e+00
48.6373       	-5.000000e+00
48.6416       	-5.000000e+00
48.6457       	-5.000000e+00
48.6499       	-5.000000e+00
48.6541       	-5.000000e+00
48.6582       	-5.000000e+00
48.6623       	-5.000000e+00
48.6664       	-5.000000e+00
48.6705       	-5.000000e+00
48.6747       	-5.000000e+00
48.6788       	-5.000000e+00
48.6829       	-5.000000e+00
48.687        	-5.000000e+00
48.691        	-5.000000e+00
48.695        	-5.000000e+00
48.699        	-5.000000e+00
48.7031       	-5.000000e+00
48.7071       	-5.000000e+00
48.711        	-5.000000e+00
48.715        	-5.000000e+00
48.7189       	-5.000000e+00
48.7229       	-5.000000e+00
48.7268       	-5.000000e+00
48.7307       	-5.000000e+00
48.7346       	-5.000000e+00
48.7385       	-5.000000e+00
48.7424       	-5.000000e+00
48.7463       	-5.000000e+00
48.7502       	-5.000000e+00
48.754        	-5.000000e+00
48.7579       	-5.000000e+00
48.7617       	-5.000000e+00
48.7655       	-5.000000e+00
48.7694       	-5.000000e+00
48.7732       	-5.000000e+00
48.7771       	-5.000000e+00
48.7809       	-5.000000e+00
48.7846       	-5.000000e+00
48.7884       	-5.000000e+00
48.7922       	-5.000000e+00
48.796        	-5.000000e+00
48.7997       	-5.000000e+00
48.8035       	-5.000000e+00
48.8073       	-5.000000e+00
48.8111       	-5.000000e+00
48.8149       	-5.000000e+00
48.8186       	-5.000000e+00
48.8224       	-5.000000e+00
48.8262       	-5.000000e+00
48.83         	-5.000000e+00
48.8337       	-5.000000e+00
48.8375       	-5.000000e+00
48.8413       	-5.000000e+00
48.8451       	-5.000000e+00
48.8489       	-5.000000e+00
48.8526       	-5.000000e+00
48.8564       	-5.000000e+00
48.8602       	-5.000000e+00
48.864        	-5.000000e+00
48.8678       	-5.000000e+00
48.8716       	-5.000000e+00
48.8754       	-5.000000e+00
48.8793       	-5.000000e+00
48.8831       	-5.000000e+00
48.887        	-5.000000e+00
48.8907       	-5.000000e+00
48.8947       	-5.000000e+00
48.8986       	-5.000000e+00
48.9025       	-5.000000e+00
48.9064       	-5.000000e+00
48.9103       	-5.000000e+00
48.9142       	-5.000000e+00
48.9181       	-5.000000e+00
48.922        	-5.000000e+00
48.9259       	-5.000000e+00
48.9298       	-5.000000e+00
48.9337       	-5.000000e+00
48.9376       	-5.000000e+00
48.9415       	-5.000000e+00
48.9454       	-5.000000e+00
48.9493       	-5.000000e+00
48.9532       	-5.000000e+00
48.9568       	-5.000000e+00
48.9607       	-5.000000e+00
48.9646       	-5.000000e+00
48.9682       	-5.000000e+00
48.9717       	-5.000000e+00
48.9752       	-5.000000e+00
48.9788       	-5.000000e+00
48.9823       	-5.000000e+00
48.9859       	-5.000000e+00
48.9894       	-5.000000e+00
48.9929       	-5.000000e+00
48.9965       	-5.000000e+00
49            	-5.000000e+00
49.004        	-5.000000e+00
49.008        	-5.000000e+00
49.012        	-5.000000e+00
49.0158       	-5.000000e+00
49.0196       	-5.000000e+00
49.0234       	-5.000000e+00
49.0272       	-5.000000e+00
49.0309       	-5.000000e+00
49.0347       	-5.000000e+00
49.0385       	-5.000000e+00
49.0422       	-5.000000e+00
49.046        	-5.000000e+00
49.0498       	-5.000000e+00
49.0535       	-5.000000e+00
49.0572       	-5.000000e+00
49.061        	-5.000000e+00
49.0647       	-5.000000e+00
49.0684       	-5.000000e+00
49.0721       	-5.000000e+00
49.0758       	-5.000000e+00
49.0795       	-5.000000e+00
49.0831       	-5.000000e+00
49.0868       	-5.000000e+00
49.0905       	-5.000000e+00
49.0941       	-5.000000e+00
49.0977       	-5.000000e+00
49.1014       	-5.000000e+00
49.105        	-5.000000e+00
49.1086       	-5.000000e+00
49.1122       	-5.000000e+00
49.1158       	-5.000000e+00
49.1193       	-5.000000e+00
49.1229       	-5.000000e+00
49.1265       	-5.000000e+00
49.13         	-5.000000e+00
49.1335       	-5.000000e+00
49.1371       	-5.000000e+00
49.1406       	-5.000000e+00
49.1441       	-5.000000e+00
49.1476       	-5.000000e+00
49.1511       	-5.000000e+00
49.1546       	-5.000000e+00
49.1581       	-5.000000e+00
49.1615       	-5.000000e+00
49.165        	-5.000000e+00
49.1684       	-5.000000e+00
49.1719       	-5.000000e+00
49.1753       	-5.000000e+00
49.1787       	-5.000000e+00
49.1821       	-5.000000e+00
49.1856       	-5.000000e+00
49.189        	-5.000000e+00
49.1924       	-5.000000e+00
49.1957       	-5.000000e+00
49.1991       	-5.000000e+00
49.2024       	-5.000000e+00
49.2057       	-5.000000e+00
49.2091       	-5.000000e+00
49.2124       	-5.000000e+00
49.2157       	-5.000000e+00
49.2191       	-5.000000e+00
49.2224       	-5.000000e+00
49.2258       	-5.000000e+00
49.2292       	-5.000000e+00
49.2325       	-5.000000e+00
49.2358       	-5.000000e+00
49.2391       	-5.000000e+00
49.2424       	-5.000000e+00
49.2457       	-5.000000e+00
49.249        	-5.000000e+00
49.2524       	-5.000000e+00
49.2557       	-5.000000e+00
49.259        	-5.000000e+00
49.2623       	-5.000000e+00
49.2656       	-5.000000e+00
49.2689       	-5.000000e+00
49.2722       	-5.000000e+00
49.2755       	-5.000000e+00
49.2788       	-5.000000e+00
49.2821       	-5.000000e+00
49.2854       	-5.000000e+00
49.2886       	-5.000000e+00
49.2919       	-5.000000e+00
49.2952       	-5.000000e+00
49.2985       	-5.000000e+00
49.3018       	-5.000000e+00
49.3051       	-5.000000e+00
49.3084       	-5.000000e+00
49.3118       	-5.000000e+00
49.3152       	-5.000000e+00
49.3187       	-5.000000e+00
49.322        	-5.000000e+00
49.3254       	-5.000000e+00
49.3287       	-5.000000e+00
49.332        	-5.000000e+00
49.3352       	-5.000000e+00
49.3385       	-5.000000e+00
49.3417       	-5.000000e+00
49.345        	-5.000000e+00
49.3482       	-5.000000e+00
49.3514       	-5.000000e+00
49.3546       	-5.000000e+00
49.3578       	-5.000000e+00
49.361        	-5.000000e+00
49.3642       	-5.000000e+00
49.3673       	-5.000000e+00
49.3704       	-5.000000e+00
49.3736       	-5.000000e+00
49.3767       	-5.000000e+00
49.3798       	-5.000000e+00
49.3829       	-5.000000e+00
49.386        	-5.000000e+00
49.3891       	-5.000000e+00
49.3921       	-5.000000e+00
49.3952       	-5.000000e+00
49.3982       	-5.000000e+00
49.4013       	-5.000000e+00
49.4043       	-5.000000e+00
49.4073       	-5.000000e+00
49.4103       	-5.000000e+00
49.4134       	-5.000000e+00
49.4163       	-5.000000e+00
49.4193       	-5.000000e+00
49.4223       	-5.000000e+00
49.4253       	-5.000000e+00
49.4283       	-5.000000e+00
49.4312       	-5.000000e+00
49.4342       	-5.000000e+00
49.4371       	-5.000000e+00
49.4401       	-5.000000e+00
49.4431       	-5.000000e+00
49.4461       	-5.000000e+00
49.4492       	-5.000000e+00
49.4522       	-5.000000e+00
49.4554       	-5.000000e+00
49.4586       	-5.000000e+00
49.4619       	-5.000000e+00
49.4652       	-5.000000e+00
49.4685       	-5.000000e+00
49.4716       	-5.000000e+00
49.4747       	-5.000000e+00
49.4777       	-5.000000e+00
49.4805       	-5.000000e+00
49.4834       	-5.000000e+00
49.4863       	-5.000000e+00
49.4892       	-5.000000e+00
49.4923       	-5.000000e+00
49.4955       	-5.000000e+00
49.4987       	-5.000000e+00
49.5021       	-5.000000e+00
49.5056       	-5.000000e+00
49.5093       	-5.000000e+00
49.5128       	-5.000000e+00
49.5162       	-5.000000e+00
49.5195       	-5.000000e+00
49.5229       	-5.000000e+00
49.5262       	-5.000000e+00
49.5295       	-5.000000e+00
49.5328       	-5.000000e+00
49.536        	-5.000000e+00
49.5392       	-5.000000e+00
49.5424       	-5.000000e+00
49.5455       	-5.000000e+00
49.5484       	-5.000000e+00
49.5512       	-5.000000e+00
49.5541       	-5.000000e+00
49.5571       	-5.000000e+00
49.5603       	-5.000000e+00
49.5634       	-5.000000e+00
49.5664       	-5.000000e+00
49.5692       	-5.000000e+00
49.5721       	-5.000000e+00
49.5749       	-5.000000e+00
49.5777       	-5.000000e+00
49.5808       	-5.000000e+00
49.5839       	-5.000000e+00
49.5871       	-5.000000e+00
